index,bitstring,num_active_features,active_features,mean_accuracy,mean_time
408,000110011,4,4;5;8;9,0.958231508731842,0.21973423659801483
409,100110011,5,1;4;5;8;9,0.9621948599815369,0.21638746559619904
410,010110011,5,2;4;5;8;9,0.9644815921783447,0.21930038928985596
411,110110011,6,1;2;4;5;8;9,0.9638717770576477,0.23684126138687134
412,001110011,5,3;4;5;8;9,0.961280345916748,0.2286357581615448
413,101110011,6,1;3;4;5;8;9,0.9644815325737,0.22958707809448242
414,011110011,6,2;3;4;5;8;9,0.963719367980957,0.24629591405391693
415,111110011,7,1;2;3;4;5;8;9,0.968140184879303,0.2540232241153717
416,000001011,3,6;8;9,0.9510669112205505,0.10871957242488861
417,100001011,4,1;6;8;9,0.9451218247413635,0.16748125851154327
418,010001011,4,2;6;8;9,0.954115629196167,0.13362117111682892
419,110001011,5,1;2;6;8;9,0.9568595290184021,0.16825096309185028
420,001001011,4,3;6;8;9,0.9579266309738159,0.1566663235425949
421,101001011,5,1;3;6;8;9,0.9567071199417114,0.19236218929290771
422,011001011,5,2;3;6;8;9,0.9547253847122192,0.1711755245923996
423,111001011,6,1;2;3;6;8;9,0.9544204473495483,0.17822955548763275
424,000101011,4,4;6;8;9,0.9621949791908264,0.15159116685390472
425,100101011,5,1;4;6;8;9,0.9621950387954712,0.16876423358917236
426,010101011,5,2;4;6;8;9,0.9655485153198242,0.16523809731006622
427,110101011,6,1;2;4;6;8;9,0.9629571437835693,0.17817960679531097
428,001101011,5,3;4;6;8;9,0.962652325630188,0.19256940484046936
429,101101011,6,1;3;4;6;8;9,0.9609755277633667,0.19567939639091492
430,011101011,6,2;3;4;6;8;9,0.9653962850570679,0.20128576457500458
431,111101011,7,1;2;3;4;6;8;9,0.9658535122871399,0.20590363442897797
432,000011011,4,5;6;8;9,0.9525912404060364,0.1908356100320816
433,100011011,5,1;5;6;8;9,0.9530485272407532,0.19487112760543823
434,010011011,5,2;5;6;8;9,0.9512192010879517,0.20081201195716858
435,110011011,6,1;2;5;6;8;9,0.9568596482276917,0.21004246175289154
436,001011011,5,3;5;6;8;9,0.9548778533935547,0.3190835416316986
437,101011011,6,1;3;5;6;8;9,0.9524388909339905,0.2554515302181244
438,011011011,6,2;3;5;6;8;9,0.9568597078323364,0.21885214745998383
439,111011011,7,1;2;3;5;6;8;9,0.9557925462722778,0.2348899394273758
440,000111011,5,4;5;6;8;9,0.9647864103317261,0.22308145463466644
441,100111011,6,1;4;5;6;8;9,0.9644816517829895,0.22430050373077393
442,010111011,6,2;4;5;6;8;9,0.9629571437835693,0.26627933979034424
443,110111011,7,1;2;4;5;6;8;9,0.9624997973442078,0.236101895570755
444,001111011,6,3;4;5;6;8;9,0.9647864699363708,0.22172097861766815
445,101111011,7,1;3;4;5;6;8;9,0.9670730829238892,0.23925639688968658
446,011111011,7,2;3;4;5;6;8;9,0.9637194275856018,0.2505255937576294
447,111111011,8,1;2;3;4;5;6;8;9,0.9663107991218567,0.2420712262392044
448,000000111,3,7;8;9,0.9498473405838013,0.10945837199687958
449,100000111,4,1;7;8;9,0.955030083656311,0.20163635909557343
450,010000111,4,2;7;8;9,0.9554874897003174,0.12620441615581512
451,110000111,5,1;2;7;8;9,0.9550302624702454,0.1685197502374649
452,001000111,4,3;7;8;9,0.9608229994773865,0.16364748775959015
453,101000111,5,1;3;7;8;9,0.9580790996551514,0.1681922972202301
454,011000111,5,2;3;7;8;9,0.9609754085540771,0.16319787502288818
455,111000111,6,1;2;3;7;8;9,0.9588413238525391,0.1781226247549057
456,000100111,4,4;7;8;9,0.9663107991218567,0.1493365317583084
457,100100111,5,1;4;7;8;9,0.9602132439613342,0.15802760422229767
458,010100111,5,2;4;7;8;9,0.9644814729690552,0.16146400570869446
459,110100111,6,1;2;4;7;8;9,0.9693594574928284,0.1673336625099182
460,001100111,5,3;4;7;8;9,0.9623474478721619,0.19888141751289368
461,101100111,6,1;3;4;7;8;9,0.9624998569488525,0.21313151717185974
462,011100111,6,2;3;4;7;8;9,0.9695121645927429,0.2274610549211502
463,111100111,7,1;2;3;4;7;8;9,0.9701218605041504,0.2215583473443985
464,000010111,4,5;7;8;9,0.9522864818572998,0.1902281492948532
465,100010111,5,1;5;7;8;9,0.9565547108650208,0.3861234784126282
466,010010111,5,2;5;7;8;9,0.9501520991325378,0.2081504762172699
467,110010111,6,1;2;5;7;8;9,0.9539632201194763,0.2327699363231659
468,001010111,5,3;5;7;8;9,0.9620423913002014,0.19614461064338684
469,101010111,6,1;3;5;7;8;9,0.9583840370178223,0.21424387395381927
470,011010111,6,2;3;5;7;8;9,0.9586887955665588,0.2075650990009308
471,111010111,7,1;2;3;5;7;8;9,0.9618900418281555,0.24606747925281525
472,000110111,5,4;5;7;8;9,0.9638718366622925,0.24418377876281738
473,100110111,6,1;4;5;7;8;9,0.9602131843566895,0.22572331130504608
474,010110111,6,2;4;5;7;8;9,0.96875,0.25285860896110535
475,110110111,7,1;2;4;5;7;8;9,0.964176595211029,0.2418077439069748
476,001110111,6,3;4;5;7;8;9,0.9672254920005798,0.23964302241802216
477,101110111,7,1;3;4;5;7;8;9,0.9663109183311462,0.24583189189434052
478,011110111,7,2;3;4;5;7;8;9,0.9678351879119873,0.2716713547706604
479,111110111,8,1;2;3;4;5;7;8;9,0.9653961658477783,0.29761582612991333
480,000001111,4,6;7;8;9,0.9522864818572998,0.1520633101463318
481,100001111,5,1;6;7;8;9,0.9490852355957031,0.16674858331680298
482,010001111,5,2;6;7;8;9,0.95914626121521,0.13933587074279785
483,110001111,6,1;2;6;7;8;9,0.9574693441390991,0.1675422638654709
484,001001111,5,3;6;7;8;9,0.9605181217193604,0.17708657681941986
485,101001111,6,1;3;6;7;8;9,0.9573169350624084,0.1772199273109436
486,011001111,6,2;3;6;7;8;9,0.9629571437835693,0.1877478063106537
487,111001111,7,1;2;3;6;7;8;9,0.9623473882675171,0.20547541975975037
488,000101111,5,4;6;7;8;9,0.9664633274078369,0.15713922679424286
489,100101111,6,1;4;6;7;8;9,0.9646339416503906,0.18783000111579895
490,010101111,6,2;4;6;7;8;9,0.9657010436058044,0.1730029433965683
491,110101111,7,1;2;4;6;7;8;9,0.9621950387954712,0.18423596024513245
492,001101111,6,3;4;6;7;8;9,0.9681402444839478,0.18617644906044006
493,101101111,7,1;3;4;6;7;8;9,0.9640242457389832,0.33983951807022095
494,011101111,7,2;3;4;6;7;8;9,0.9632620811462402,0.24779634177684784
495,111101111,8,1;2;3;4;6;7;8;9,0.9658535122871399,0.225997656583786
496,000011111,5,5;6;7;8;9,0.9541156888008118,0.21007026731967926
497,100011111,6,1;5;6;7;8;9,0.951676607131958,0.21537144482135773
498,010011111,6,2;5;6;7;8;9,0.9560973644256592,0.21423965692520142
499,110011111,7,1;2;5;6;7;8;9,0.9548778533935547,0.20656435191631317
500,001011111,6,3;5;6;7;8;9,0.9571645855903625,0.21021397411823273
501,101011111,7,1;3;5;6;7;8;9,0.9533533453941345,0.2283734381198883
502,011011111,7,2;3;5;6;7;8;9,0.9586889147758484,0.22458016872406006
503,111011111,8,1;2;3;5;6;7;8;9,0.9562497735023499,0.22694893181324005
504,000111111,6,4;5;6;7;8;9,0.9646340012550354,0.25482726097106934
505,100111111,7,1;4;5;6;7;8;9,0.9647864103317261,0.2599444091320038
506,010111111,7,2;4;5;6;7;8;9,0.960670530796051,0.2898382544517517
507,110111111,8,1;2;4;5;6;7;8;9,0.9617375135421753,0.2683291733264923
508,001111111,7,3;4;5;6;7;8;9,0.9685974717140198,0.2674718201160431
509,101111111,8,1;3;4;5;6;7;8;9,0.9632622003555298,0.25230854749679565
510,011111111,8,2;3;4;5;6;7;8;9,0.9663107991218567,0.2578454613685608
511,111111111,9,1;2;3;4;5;6;7;8;9,0.9672255516052246,0.3458421528339386
